LAMMPS data file — 125 H2O air/water slab  15.5215 × 15.5215 × 46.5646 Å  z_mult=3.0  (generated by build_slab.py)

375 atoms
2 atom types
250 bonds
1 bond types
125 angles
1 angle types

0 15.521529 xlo xhi
0 15.521529 ylo yhi
0 46.564587 zlo zhi

Masses

1 15.9994
2 1.00794

Atoms # full

   252     84 2   0.5564     7.62800000     4.23900000    16.95052900 0 0 0
   253     85 1  -1.1128    10.49000000     5.35000000    26.69152900 0 0 0
   254     85 2   0.5564    10.64600000     6.25500000    26.29552900 0 0 0
   255     85 2   0.5564     9.51900000     5.24300000    26.90552900 0 0 0
   256     86 1  -1.1128     8.07500000     6.11000000    19.25052900 0 0 0
   257     86 2   0.5564     7.24400000     6.55100000    19.59052900 0 0 0
   258     86 2   0.5564     8.28100000     6.44800000    18.33352900 0 0 0
   259     87 1  -1.1128    12.71500000     6.63800000    28.96352900 0 0 0
   260     87 2   0.5564    12.12600000     7.16000000    28.34652900 0 0 0
   261     87 2   0.5564    12.57200000     6.94800000    29.90352900 0 0 0
   262     88 1  -1.1128     1.00100000     2.15800000    21.53652900 0 0 0
   263     88 2   0.5564     1.92900000     1.84400000    21.73552900 0 0 0
   264     88 2   0.5564     1.02300000     3.12200000    21.27452900 0 0 0
   265     89 1  -1.1128     8.87000000     4.55400000    24.63952900 0 0 0
   266     89 2   0.5564     9.01400000     4.17900000    23.72452900 0 0 0
   267     89 2   0.5564     9.35300000     5.42500000    24.72252900 0 0 0
   268     90 1  -1.1128     4.70800000     2.27500000    29.45452900 0 0 0
   269     90 2   0.5564     4.61600000     3.04000000    28.81752900 0 0 0
   270     90 2   0.5564     5.40900000     1.64600000    29.12152900 0 0 0
   271     91 1  -1.1128     6.74100000     3.23900000    19.04552900 0 0 0
   272     91 2   0.5564     5.99700000     2.96300000    19.65452900 0 0 0
   273     91 2   0.5564     6.76100000     4.23600000    18.97252900 0 0 0
   274     92 1  -1.1128    11.36700000    13.80300000    29.16952900 0 0 0
   275     92 2   0.5564    12.35500000    13.67800000    29.07852900 0 0 0
   276     92 2   0.5564    11.17300000    14.33900000    29.99052900 0 0 0
   277     93 1  -1.1128    10.44700000     3.04900000    24.94152900 0 0 0
   278     93 2   0.5564    10.71500000     2.81500000    24.00652900 0 0 0
   279     93 2   0.5564    11.25200000     3.34500000    25.45552900 0 0 0
   280     94 1  -1.1128     7.21900000    10.80100000    27.98052900 0 0 0
   281     94 2   0.5564     7.70700000    10.03900000    27.55452900 0 0 0
   282     94 2   0.5564     6.25800000    10.77700000    27.70652900 0 0 0
   283     95 1  -1.1128     4.50900000     2.05900000    18.30952900 0 0 0
   284     95 2   0.5564     4.26700000     1.81000000    17.37152900 0 0 0
   285     95 2   0.5564     4.09500000     2.93900000    18.53852900 0 0 0
   286     96 1  -1.1128    11.02600000     7.09400000    18.03052900 0 0 0
   287     96 2   0.5564    11.48300000     7.95400000    17.80152900 0 0 0
   288     96 2   0.5564    10.32500000     7.26200000    18.72252900 0 0 0
   289     97 1  -1.1128     4.36200000     2.43800000    21.58952900 0 0 0
   290     97 2   0.5564     4.51200000     2.69500000    22.54452900 0 0 0
   291     97 2   0.5564     4.84800000     1.58800000    21.39152900 0 0 0
   292     98 1  -1.1128     8.25800000    13.18200000    18.87052900 0 0 0
   293     98 2   0.5564     8.45000000    14.05300000    18.41852900 0 0 0
   294     98 2   0.5564     7.40500000    12.80200000    18.51352900 0 0 0
   295     99 1  -1.1128     9.42400000    14.03700000    20.88152900 0 0 0
   296     99 2   0.5564     8.60400000    14.52200000    20.57952900 0 0 0
   297     99 2   0.5564     9.22900000    13.05900000    20.94352900 0 0 0
   298    100 1  -1.1128    14.55300000     4.20400000    28.66752900 0 0 0
   299    100 2   0.5564    14.34000000     5.17500000    28.77752900 0 0 0
   300    100 2   0.5564    13.70700000     3.69100000    28.52652900 0 0 0
   301    101 1  -1.1128     6.74200000     5.58500000    26.98652900 0 0 0
   302    101 2   0.5564     7.51700000     5.86700000    27.55252900 0 0 0
   303    101 2   0.5564     6.47000000     6.34100000    26.39252900 0 0 0
   304    102 1  -1.1128     9.82200000    11.44000000    18.93452900 0 0 0
   305    102 2   0.5564    10.45100000    12.05000000    19.41652900 0 0 0
   306    102 2   0.5564     9.98100000    10.49700000    19.22552900 0 0 0
   307    103 1  -1.1128     6.74400000     5.50800000    24.37552900 0 0 0
   308    103 2   0.5564     6.88100000     4.75900000    23.72652900 0 0 0
   309    103 2   0.5564     7.23400000     6.31900000    24.05852900 0 0 0
   310    104 1  -1.1128     2.63000000    11.08100000    19.40952900 0 0 0
   311    104 2   0.5564     1.67000000    11.35600000    19.45452900 0 0 0
   312    104 2   0.5564     2.73900000    10.18000000    19.82852900 0 0 0
   313    105 1  -1.1128     2.97500000     7.61200000    17.55652900 0 0 0
   314    105 2   0.5564     3.82000000     8.14700000    17.53952900 0 0 0
   315    105 2   0.5564     3.19700000     6.63800000    17.58552900 0 0 0
   316    106 1  -1.1128     7.21700000     5.81400000    29.72552900 0 0 0
   317    106 2   0.5564     8.07000000     6.32800000    29.63152900 0 0 0
   318    106 2   0.5564     7.41900000     4.89000000    30.04852900 0 0 0
   319    107 1  -1.1128    10.89900000     5.27000000    19.45752900 0 0 0
   320    107 2   0.5564    11.23500000     4.32900000    19.50352900 0 0 0
   321    107 2   0.5564    10.01700000     5.33300000    19.92452900 0 0 0
   322    108 1  -1.1128     4.45100000    14.51200000    21.74652900 0 0 0
   323    108 2   0.5564     5.31600000    14.33000000    21.27852900 0 0 0
   324    108 2   0.5564     3.69000000    14.30500000    21.13352900 0 0 0
   325    109 1  -1.1128     9.78500000     5.00400000    30.00552900 0 0 0
   326    109 2   0.5564     9.96800000     5.28100000    29.06152900 0 0 0
   327    109 2   0.5564     9.45700000     4.06100000    30.01852900 0 0 0
   328    110 1  -1.1128     3.66300000     5.31500000    27.47752900 0 0 0
   329    110 2   0.5564     3.25900000     4.59700000    28.04452900 0 0 0
   330    110 2   0.5564     3.46000000     6.20900000    27.87652900 0 0 0
   331    111 1  -1.1128    11.87600000     4.35900000    29.59852900 0 0 0
   332    111 2   0.5564    11.58400000     3.51400000    30.04652900 0 0 0
   333    111 2   0.5564    12.64000000     4.75900000    30.10352900 0 0 0
   334    112 1  -1.1128    12.49300000    12.19700000    27.05952900 0 0 0
   335    112 2   0.5564    11.51600000    12.40100000    27.12852900 0 0 0
   336    112 2   0.5564    13.01300000    13.05100000    27.05052900 0 0 0
   337    113 1  -1.1128     1.98000000     4.21200000    18.75052900 0 0 0
   338    113 2   0.5564     2.28600000     3.68300000    19.54252900 0 0 0
   339    113 2   0.5564     1.00100000     4.39500000    18.83052900 0 0 0
   340    114 1  -1.1128     9.16700000    12.86800000    29.13452900 0 0 0
   341    114 2   0.5564     9.74400000    12.44800000    28.43352900 0 0 0
   342    114 2   0.5564     9.61200000    12.78900000    30.02552900 0 0 0
   343    115 1  -1.1128     4.11100000     8.48400000    27.40052900 0 0 0
   344    115 2   0.5564     3.68800000     9.37700000    27.55352900 0 0 0
   345    115 2   0.5564     3.65500000     8.02500000    26.63852900 0 0 0
   346    116 1  -1.1128    10.02400000    10.45600000    26.03152900 0 0 0
   347    116 2   0.5564    10.71300000    10.39300000    26.75452900 0 0 0
   348    116 2   0.5564     9.36000000     9.71700000    26.13852900 0 0 0
   349    117 1  -1.1128     1.26100000     9.62000000    17.69752900 0 0 0
   350    117 2   0.5564     2.25800000     9.68300000    17.74152900 0 0 0
   351    117 2   0.5564     1.00000000     8.87400000    17.08552900 0 0 0
   352    118 1  -1.1128    13.84800000    10.01600000    18.08252900 0 0 0
   353    118 2   0.5564    13.99900000    10.07500000    19.06952900 0 0 0
   354    118 2   0.5564    14.52200000     9.39900000    17.67752900 0 0 0
   355    119 1  -1.1128     3.08100000     5.10300000    21.77852900 0 0 0
   356    119 2   0.5564     2.95600000     4.12900000    21.58852900 0 0 0
   357    119 2   0.5564     2.20400000     5.50800000    22.03352900 0 0 0
